"ensembl_gene_id"	"symbol"	"chromosome_name"	"start_position"	"end_position"
"16227"	"ENSMUSG00000114372"	"2310067P03Rik"	"13"	83213576	83342466
"16228"	"ENSMUSG00000114735"	"Gm48156"	"13"	83337684	83337828
"16229"	"ENSMUSG00000100625"	"1700016G22Rik"	"13"	5905507	5908091
"16230"	"ENSMUSG00000032806"	"Slc10a3"	"X"	73412823	73416955
"16231"	"ENSMUSG00000042557"	"Sin3a"	"9"	56979324	57035650
"16232"	"ENSMUSG00000021423"	"Ly86"	"13"	37529184	37603012
"16233"	"ENSMUSG00000110252"	"Gm2961"	"8"	62646475	62647246
"16234"	"ENSMUSG00000109687"	"Hspd1-ps2"	"8"	62939826	62941522
"16235"	"ENSMUSG00000109895"	"Gm2975"	"8"	62992684	62993503
"16236"	"ENSMUSG00000109740"	"Gm7561"	"8"	62999980	63000865
"16237"	"ENSMUSG00000109767"	"Gm45460"	"8"	63069351	63087679
"16238"	"ENSMUSG00000109994"	"Gm45459"	"8"	63099369	63308416
"16239"	"ENSMUSG00000110364"	"Gm45462"	"8"	63202720	63214892
"16240"	"ENSMUSG00000089528"	"Gm22324"	"8"	63236646	63236759
"16241"	"ENSMUSG00000034390"	"Cmip"	"8"	117983803	118186169
"16242"	"ENSMUSG00000100760"	"Gm4035"	"13"	37605809	37619125
"16243"	"ENSMUSG00000060681"	"Slc9a6"	"X"	55655117	55709590
"16244"	"ENSMUSG00000116754"	"Gm33255"	"16"	88164790	88178584
"16245"	"ENSMUSG00000000078"	"Klf6"	"13"	5911481	5920393
"16246"	"ENSMUSG00000116885"	"4930420G21Rik"	"16"	88173497	88240338
"16247"	"ENSMUSG00000104253"	"Gm37174"	"1"	121255821	121258878
"16248"	"ENSMUSG00000116845"	"Gm46546"	"16"	88256833	88257081
"16249"	"ENSMUSG00000054135"	"A430110L20Rik"	"1"	181053551	181056063
"16250"	"ENSMUSG00000055811"	"Cldn17"	"16"	88302695	88303866
"16251"	"ENSMUSG00000050520"	"Cldn8"	"16"	88357716	88360071
"16252"	"ENSMUSG00000101791"	"2210011K15Rik"	"1"	121282845	121287629
"16253"	"ENSMUSG00000081214"	"Rpl35a-ps2"	"1"	181069553	181069885
"16254"	"ENSMUSG00000103260"	"Gm8146"	"1"	181109611	181111457
"16255"	"ENSMUSG00000116616"	"Gm49688"	"16"	88405558	88435102
"16256"	"ENSMUSG00000086291"	"Gm15513"	"5"	34369154	34371146
"16257"	"ENSMUSG00000050239"	"Krtap24-1"	"16"	88407593	88409167
"16258"	"ENSMUSG00000041439"	"Mfsd6"	"1"	52695445	52766621
"16259"	"ENSMUSG00000106888"	"Gm42848"	"5"	34378506	34383328
"16260"	"ENSMUSG00002076486"	"Gm54874"	"16"	88411415	88411498
"16261"	"ENSMUSG00000045331"	"2310079G19Rik"	"16"	88423674	88424554
"16262"	"ENSMUSG00000086174"	"Gm6425"	"19"	8565771	8566560
"16263"	"ENSMUSG00000109572"	"Cfap99"	"5"	34445944	34484671
"16264"	"ENSMUSG00000063796"	"Slc22a8"	"19"	8568618	8589199
"16265"	"ENSMUSG00000071471"	"Krtap26-1"	"16"	88443712	88444684
"16266"	"ENSMUSG00000090515"	"Krtap27-1"	"16"	88467914	88468559
"16267"	"ENSMUSG00000084146"	"Gm12104"	"11"	30856942	30857920
"16268"	"ENSMUSG00000116547"	"Gm7667"	"16"	88478992	88479616
"16269"	"ENSMUSG00000044041"	"Krt13"	"11"	100008153	100012392
"16270"	"ENSMUSG00000107006"	"Gm5553"	"5"	34464062	34464520
"16271"	"ENSMUSG00000026821"	"Ralgds"	"2"	28403137	28443093
"16272"	"ENSMUSG00000050704"	"2310061N02Rik"	"16"	88504057	88504850
"16273"	"ENSMUSG00000056350"	"Krtap13-1"	"16"	88525750	88526499
"16274"	"ENSMUSG00000029635"	"Cdk8"	"5"	146168040	146239684
"16275"	"ENSMUSG00000050224"	"Krtap13"	"16"	88547632	88548523
"16276"	"ENSMUSG00000107794"	"Gm44095"	"6"	91984531	91986461
"16277"	"ENSMUSG00000087317"	"4930466I24Rik"	"6"	91989375	91993098
"16278"	"ENSMUSG00000068078"	"2310034C09Rik"	"16"	88555735	88556680
"16279"	"ENSMUSG00000113757"	"Gm47507"	"13"	5937108	5978044
"16280"	"ENSMUSG00000048830"	"2310057N15Rik"	"16"	88570067	88571094
"16281"	"ENSMUSG00000071356"	"Reg3b"	"6"	78347640	78350449
"16282"	"ENSMUSG00000100932"	"2210022D18Rik"	"13"	37633376	37635133
"16283"	"ENSMUSG00000099847"	"Gm29458"	"13"	37636188	37637184
"16284"	"ENSMUSG00002075092"	"Gm54875"	"16"	3068010	3068130
"16285"	"ENSMUSG00000104241"	"Gm9442"	"3"	51310265	51310583
"16286"	"ENSMUSG00000116388"	"Gm3749"	"16"	3119839	3120418
"16287"	"ENSMUSG00000113017"	"Gm46401"	"13"	5965792	6064284
"16288"	"ENSMUSG00000116521"	"Gm4111"	"16"	3122818	3123640
"16289"	"ENSMUSG00000037152"	"Ndufc1"	"3"	51312098	51316409
"16290"	"ENSMUSG00000116389"	"Gm49504"	"16"	3164776	3166796
"16291"	"ENSMUSG00002075218"	"Gm54978"	"13"	6047454	6047550
"16292"	"ENSMUSG00002075353"	"Gm54876"	"16"	3172178	3172298
"16293"	"ENSMUSG00000114701"	"Gm47731"	"13"	37656014	37663189
"16294"	"ENSMUSG00000116412"	"Gm49505"	"16"	3176383	3176632
"16295"	"ENSMUSG00000114573"	"Gm47732"	"13"	37666361	37667126
"16296"	"ENSMUSG00000115871"	"Gm49507"	"16"	3266857	3325060
"16297"	"ENSMUSG00000114389"	"Gm47734"	"13"	37688182	37691728
"16298"	"ENSMUSG00000113054"	"Gm47514"	"13"	6074532	6079003
"16299"	"ENSMUSG00000009047"	"Gm5965"	"16"	88574784	88575616
"16300"	"ENSMUSG00000030555"	"Ttc23"	"7"	67297158	67412660
"16301"	"ENSMUSG00000113483"	"Gm47548"	"13"	6123112	6123781
"16302"	"ENSMUSG00000116455"	"Gm35974"	"16"	3286324	3298915
"16303"	"ENSMUSG00000100022"	"Gm29590"	"13"	37692916	37696050
"16304"	"ENSMUSG00000116528"	"Gm49508"	"16"	3339636	3339963
"16305"	"ENSMUSG00000054146"	"Krt15"	"11"	100022584	100026754
"16306"	"ENSMUSG00000116983"	"4930553J12Rik"	"16"	88595780	88617780
"16307"	"ENSMUSG00000113765"	"Gm47549"	"13"	6319144	6327062
"16308"	"ENSMUSG00000116300"	"Gm49509"	"16"	3348876	3349155
"16309"	"ENSMUSG00000114097"	"Gm35615"	"13"	6330414	6344750
"16310"	"ENSMUSG00000116636"	"Gm20741"	"16"	88608328	88609108
"16311"	"ENSMUSG00000101540"	"Gm28465"	"13"	6445752	6448776
"16312"	"ENSMUSG00000116007"	"Gm4116"	"16"	3352255	3352689
"16313"	"ENSMUSG00000088225"	"Gm22598"	"16"	3353349	3353475
"16314"	"ENSMUSG00000114724"	"Gm47751"	"13"	37745921	37748948
"16315"	"ENSMUSG00000051003"	"Or1f19"	"16"	3408906	3417187
"16316"	"ENSMUSG00000114195"	"2900042G08Rik"	"13"	6580631	6581280
"16317"	"ENSMUSG00000025020"	"Slit1"	"19"	41588696	41732104
"16318"	"ENSMUSG00000114784"	"Gm47754"	"13"	37765053	37773289
"16319"	"ENSMUSG00000028101"	"Pias3"	"3"	96603700	96613386
"16320"	"ENSMUSG00000074928"	"Krtap14"	"16"	88615555	88623033
"16321"	"ENSMUSG00000114718"	"Gm47753"	"13"	37766247	37766540
"16322"	"ENSMUSG00000114404"	"Gm40915"	"13"	37800940	37811579
"16323"	"ENSMUSG00000114355"	"Gm40916"	"13"	37817914	37832212
"16324"	"ENSMUSG00000114828"	"AI463229"	"13"	37840998	37851710
"16325"	"ENSMUSG00000108646"	"Or1f20-ps1"	"16"	3419789	3420722
"16326"	"ENSMUSG00000108336"	"Or1f21-ps1"	"16"	3435716	3436655
"16327"	"ENSMUSG00000118529"	"Gm52946"	"16"	3453336	3454824
"16328"	"ENSMUSG00000023403"	"Stk31"	"6"	49372538	49446435
"16329"	"ENSMUSG00000020911"	"Krt19"	"11"	100031636	100039491
"16330"	"ENSMUSG00000022931"	"Krtap15"	"16"	88617103	88626732
"16331"	"ENSMUSG00000114546"	"Gm49350"	"13"	37868901	37870401
"16332"	"ENSMUSG00000114732"	"Gm40918"	"13"	37876065	37901624
"16333"	"ENSMUSG00000060691"	"Krtap19-1"	"16"	88665805	88666299
"16334"	"ENSMUSG00000057650"	"Krtap19-2"	"16"	88670515	88671157
"16335"	"ENSMUSG00000060469"	"Krtap19-3"	"16"	88674401	88674926
"16336"	"ENSMUSG00000114259"	"Gm49351"	"13"	37881282	37882134
"16337"	"ENSMUSG00000114800"	"Gm31600"	"13"	37945724	37952123
"16338"	"ENSMUSG00000100302"	"Gm29670"	"1"	52741431	52743921
"16339"	"ENSMUSG00000043982"	"Krtap19-4"	"16"	88681674	88681977
"16340"	"ENSMUSG00000100230"	"Gm28650"	"1"	52795878	52796288
"16341"	"ENSMUSG00000021193"	"Pitrm1"	"13"	6598185	6630551
"16342"	"ENSMUSG00000051802"	"Krtap19-5"	"16"	88692856	88693345
"16343"	"ENSMUSG00000026514"	"Cnih3"	"1"	181180193	181288206
"16344"	"ENSMUSG00000048643"	"Krtap19-9a"	"16"	88720942	88721107
"16345"	"ENSMUSG00000057174"	"Krtap19-9b"	"16"	88728692	88729153
"16346"	"ENSMUSG00000033356"	"Pus7l"	"15"	94420569	94441428
"16347"	"ENSMUSG00000020838"	"Slc6a4"	"11"	76889429	76923166
"16348"	"ENSMUSG00000096534"	"Krtap16-3"	"16"	88759161	88759761
"16349"	"ENSMUSG00000116708"	"Gm49689"	"16"	88806547	88807120
"16350"	"ENSMUSG00000095992"	"Krtap22-2"	"16"	88807283	88807647
"16351"	"ENSMUSG00000068075"	"Gm10229"	"16"	88812172	88812734
"16352"	"ENSMUSG00000058172"	"Krtap6-1"	"16"	88828587	88829180
"16353"	"ENSMUSG00000068074"	"Gm10228"	"16"	88837811	88838360
"16354"	"ENSMUSG00000062400"	"Krtap6-5"	"16"	88844177	88844771
"16355"	"ENSMUSG00000068073"	"1110025L11Rik"	"16"	88860300	88860890
"16356"	"ENSMUSG00000057855"	"Krtap6-3"	"16"	88880903	88881422
"16357"	"ENSMUSG00000068071"	"Gm6358"	"16"	88937739	88938227
"16358"	"ENSMUSG00000022534"	"Mefv"	"16"	3525082	3535961
"16359"	"ENSMUSG00000059883"	"Irak4"	"15"	94441524	94479696
"16360"	"ENSMUSG00000088394"	"Gm26312"	"X"	55770433	55770597
"16361"	"ENSMUSG00000102276"	"2900069G24Rik"	"1"	181208743	181210053
"16362"	"ENSMUSG00000089888"	"Gm16547"	"1"	181228029	181228321
"16363"	"ENSMUSG00000031399"	"Fam3a"	"X"	73428325	73436878
"16364"	"ENSMUSG00000089927"	"Gm16539"	"1"	181259288	181259965
"16365"	"ENSMUSG00000026102"	"Inpp1"	"1"	52824586	52856847
"16366"	"ENSMUSG00000031696"	"Vps35"	"8"	85987021	86026431
"16367"	"ENSMUSG00000107287"	"Gm43458"	"5"	34466556	34484874
"16368"	"ENSMUSG00000080957"	"Gm15739"	"5"	146185361	146186232
"16369"	"ENSMUSG00000087398"	"Gm12343"	"11"	76899740	76900699
"16370"	"ENSMUSG00000051617"	"Krt9"	"11"	100077607	100084072
"16371"	"ENSMUSG00000033773"	"Rpap2"	"5"	107745239	107809704
"16372"	"ENSMUSG00000041426"	"Hibch"	"1"	52884088	52960145
"16373"	"ENSMUSG00000020311"	"Erlec1"	"11"	30880774	30904335
"16374"	"ENSMUSG00000022451"	"Twf1"	"15"	94475832	94487770
"16375"	"ENSMUSG00000059113"	"Gm10061"	"16"	88947974	88948438
"16376"	"ENSMUSG00000095834"	"Tdgf1-ps1"	"16"	3548374	3548886
"16377"	"ENSMUSG00000044227"	"Gm9789"	"16"	88954840	88955236
"16378"	"ENSMUSG00000068068"	"Gm7735"	"16"	88966378	88966536
"16379"	"ENSMUSG00000068067"	"1110057P08Rik"	"16"	88971623	88972087
"16380"	"ENSMUSG00000090624"	"Gm17060"	"6"	49400995	49401818
"16381"	"ENSMUSG00000108266"	"Gm5305"	"6"	49519916	49520661
"16382"	"ENSMUSG00000107982"	"Gm44219"	"6"	49704231	49704503
"16383"	"ENSMUSG00000022529"	"Zfp263"	"16"	3561957	3568654
"16384"	"ENSMUSG00000030291"	"Med21"	"6"	146544045	146552230
"16385"	"ENSMUSG00000109115"	"Gm44669"	"7"	67329083	67331051
"16386"	"ENSMUSG00000062797"	"Hikeshi"	"7"	89566737	89590412
"16387"	"ENSMUSG00000063296"	"Tmem117"	"15"	94527113	94993979
"16388"	"ENSMUSG00000089802"	"Gm16107"	"1"	52912296	52913157
"16389"	"ENSMUSG00000029819"	"Npy"	"6"	49799690	49806487
"16390"	"ENSMUSG00000115961"	"Gm41409"	"16"	3588318	3603593
"16391"	"ENSMUSG00000026339"	"Ccdc93"	"1"	121358778	121434189
"16392"	"ENSMUSG00000118410"	"Gm54882"	"16"	3592644	3594690
"16393"	"ENSMUSG00000059043"	"Or2c1"	"16"	3648742	3662611
"16394"	"ENSMUSG00000054939"	"Zfp174"	"16"	3665132	3676744
"16395"	"ENSMUSG00000119001"	"Gm25546"	"15"	94579136	94579267
"16396"	"ENSMUSG00000077447"	"Gm23129"	"15"	94884888	94885019
"16397"	"ENSMUSG00000039789"	"Zfp597"	"16"	3676185	3702425
"16398"	"ENSMUSG00000022454"	"Nell2"	"15"	94973111	95426440
"16399"	"ENSMUSG00000049674"	"Or10a2"	"7"	106670188	106677009
"16400"	"ENSMUSG00000029629"	"Phf14"	"6"	11907808	12081204
"16401"	"ENSMUSG00000109391"	"Gm45023"	"7"	106674468	106674846
"16402"	"ENSMUSG00000020777"	"Acox1"	"11"	116062714	116089871
"16403"	"ENSMUSG00000073897"	"Or10a4"	"7"	106692427	106699015
"16404"	"ENSMUSG00000062987"	"Or2d2b"	"7"	106702955	106709576
"16405"	"ENSMUSG00000042473"	"Tbc1d8b"	"X"	138585745	138654154
"16406"	"ENSMUSG00000005982"	"Naa60"	"16"	3690239	3722634
"16407"	"ENSMUSG00000110209"	"Gm45868"	"7"	106712595	106727029
"16408"	"ENSMUSG00000030554"	"Synm"	"7"	67379908	67409490
"16409"	"ENSMUSG00000099062"	"Mir7077"	"8"	118179762	118179818
"16410"	"ENSMUSG00000098483"	"Mir7078"	"8"	118186004	118186067
"16411"	"ENSMUSG00000034330"	"Plcg2"	"8"	118225030	118361881
"16412"	"ENSMUSG00000113756"	"Gm18025"	"12"	34340273	34341134
"16413"	"ENSMUSG00000113386"	"Gm47357"	"12"	34673906	34678637
"16414"	"ENSMUSG00000052376"	"4921508M14Rik"	"12"	34923729	34924827
"16415"	"ENSMUSG00000077264"	"Gm24429"	"12"	34945023	34945154
"16416"	"ENSMUSG00000092305"	"Prps1l1"	"12"	35034760	35036435
"16417"	"ENSMUSG00002074944"	"Gm54764"	"12"	35050336	35050556
"16418"	"ENSMUSG00000048285"	"Frmd6"	"12"	70872288	70949008
"16419"	"ENSMUSG00000072945"	"Ripply1"	"X"	138680298	138683102
"16420"	"ENSMUSG00000081018"	"Gm15012"	"X"	138695749	138695854
"16421"	"ENSMUSG00000047230"	"Cldn2"	"X"	138701577	138712135
"16422"	"ENSMUSG00002075926"	"Gm55302"	"8"	118273711	118273765
"16423"	"ENSMUSG00000034308"	"Sdr42e1"	"8"	118388138	118400428
"16424"	"ENSMUSG00000023092"	"Fhl1"	"X"	55777147	55838706
"16425"	"ENSMUSG00000060503"	"Or2d2"	"7"	106724474	106730290
"16426"	"ENSMUSG00002075271"	"Gm54905"	"19"	41733243	41733492
"16427"	"ENSMUSG00000108871"	"Gm45102"	"7"	67409065	67409921
"16428"	"ENSMUSG00000025154"	"Arhgap19"	"19"	41755027	41790486
"16429"	"ENSMUSG00002076390"	"Gm55463"	"7"	67428158	67428278
"16430"	"ENSMUSG00000097981"	"Gm7583"	"7"	67432525	67433529
"16431"	"ENSMUSG00000113584"	"Gm46355"	"12"	70956248	70958925
"16432"	"ENSMUSG00000113707"	"Gm10457"	"12"	70959033	70961259
"16433"	"ENSMUSG00000109464"	"Gm34350"	"7"	67468998	67479366
"16434"	"ENSMUSG00000109193"	"Gm39027"	"7"	67482039	67499380
"16435"	"ENSMUSG00002076733"	"Gm54766"	"12"	70982102	70982411
"16436"	"ENSMUSG00000110459"	"Gm31717"	"8"	118402554	118403948
"16437"	"ENSMUSG00000073896"	"Or2d36"	"7"	106737534	106749788
"16438"	"ENSMUSG00000021182"	"Ccdc88c"	"12"	100877782	100995315
"16439"	"ENSMUSG00000031697"	"Orc6"	"8"	86026261	86034907
"16440"	"ENSMUSG00000053110"	"Yap1"	"9"	7932000	8004597
"16441"	"ENSMUSG00000109152"	"Gm44666"	"7"	67535943	67536333
"16442"	"ENSMUSG00000016626"	"Nlrp14"	"7"	106766197	106797309
"16443"	"ENSMUSG00000100603"	"1700129L04Rik"	"15"	94995423	95060275
"16444"	"ENSMUSG00000089560"	"Gm24668"	"15"	95504443	95504546
"16445"	"ENSMUSG00000045608"	"Dbx2"	"15"	95521444	95553841
"16446"	"ENSMUSG00000063273"	"Naa15"	"3"	51322569	51383928
"16447"	"ENSMUSG00000093575"	"Gm20695"	"16"	3702512	3737381
"16448"	"ENSMUSG00000085857"	"Gm15392"	"1"	121417025	121420932
"16449"	"ENSMUSG00000083582"	"Gm15393"	"1"	121435314	121435532
"16450"	"ENSMUSG00000050534"	"Htr5b"	"1"	121437571	121456194
"16451"	"ENSMUSG00000116058"	"Gm8843"	"15"	95613074	95614175
"16452"	"ENSMUSG00000115569"	"Gm49169"	"15"	95634296	95651613
"16453"	"ENSMUSG00000081130"	"Gm8217"	"1"	121448312	121448776
"16454"	"ENSMUSG00000005983"	"1700037C18Rik"	"16"	3713043	3726553
"16455"	"ENSMUSG00000043329"	"Gm8849"	"15"	95673635	95674114
"16456"	"ENSMUSG00000021699"	"Pde4d"	"13"	108586482	110089995
"16457"	"ENSMUSG00000043629"	"1700019D03Rik"	"1"	52961483	53059338
"16458"	"ENSMUSG00000097643"	"A130051J06Rik"	"15"	95685737	95689523
"16459"	"ENSMUSG00000086261"	"Gm3765"	"7"	106797950	106799396
"16460"	"ENSMUSG00000073894"	"Rbmxl2"	"7"	106808652	106810123
"16461"	"ENSMUSG00000037487"	"Ubr5"	"15"	37967572	38079098
"16462"	"ENSMUSG00000041187"	"Prkd2"	"7"	16576827	16604389
"16463"	"ENSMUSG00000088344"	"Gm22336"	"8"	86041769	86041875
"16464"	"ENSMUSG00000110151"	"Gm38416"	"8"	118408361	118419937
"16465"	"ENSMUSG00000026100"	"Mstn"	"1"	53100799	53107238
"16466"	"ENSMUSG00000031844"	"Hsd17b2"	"8"	118428643	118485766
"16467"	"ENSMUSG00000014232"	"Cluap1"	"16"	3726665	3759011
"16468"	"ENSMUSG00000001674"	"Ddx18"	"1"	121481564	121495718
"16469"	"ENSMUSG00000045545"	"Krt14"	"11"	100093988	100098374
"16470"	"ENSMUSG00000110520"	"Gm45776"	"8"	118439309	118440830
"16471"	"ENSMUSG00000110494"	"Gm31774"	"8"	118473070	118474999
"16472"	"ENSMUSG00000031843"	"Mphosph6"	"8"	118518384	118528682
"16473"	"ENSMUSG00000074065"	"Gm10617"	"8"	118528801	118529973
"16474"	"ENSMUSG00000065028"	"Gm25200"	"8"	118847693	118847822
"16475"	"ENSMUSG00000054162"	"Spock3"	"8"	63404043	63810137
"16476"	"ENSMUSG00000020309"	"Chac2"	"11"	30926707	30936350
"16477"	"ENSMUSG00000100572"	"2410021H03Rik"	"17"	69582357	69584203
"16478"	"ENSMUSG00000027282"	"Mtch2"	"2"	90677499	90697154
"16479"	"ENSMUSG00000117323"	"Gm36487"	"17"	69622989	69651708
"16480"	"ENSMUSG00000117069"	"Gm49894"	"17"	69689199	69691203
"16481"	"ENSMUSG00000049672"	"Zbtb14"	"17"	69690045	69698194
"16482"	"ENSMUSG00000082213"	"Gm12102"	"11"	30953295	30953898
"16483"	"ENSMUSG00000084257"	"Gm11597"	"11"	100119671	100122904
"16484"	"ENSMUSG00000084291"	"Gm6654"	"6"	146548739	146549086
"16485"	"ENSMUSG00000037958"	"Nsrp1"	"11"	76935118	76969261
"16486"	"ENSMUSG00000107664"	"Gm18007"	"6"	49834983	49835826
"16487"	"ENSMUSG00000085238"	"4930479D17Rik"	"6"	146558716	146566901
"16488"	"ENSMUSG00000102006"	"Gm28591"	"1"	121573396	121573578
"16489"	"ENSMUSG00000102488"	"Gm37920"	"1"	121634244	121634992
"16490"	"ENSMUSG00000083584"	"Gm15394"	"1"	121896946	121898253
"16491"	"ENSMUSG00000085900"	"A930041C12Rik"	"5"	107778116	107781716
"16492"	"ENSMUSG00000100913"	"Gm8392"	"1"	122117950	122118784
"16493"	"ENSMUSG00000108071"	"Gm3455"	"6"	50028166	50084608
"16494"	"ENSMUSG00000103481"	"1700016D08Rik"	"16"	3726689	3727056
"16495"	"ENSMUSG00000057223"	"Gm6578"	"6"	12099517	12109582
"16496"	"ENSMUSG00002076253"	"Gm55335"	"1"	122129188	122129270
"16497"	"ENSMUSG00000083579"	"Gm15538"	"16"	3744292	3744604
"16498"	"ENSMUSG00000099960"	"Gm28590"	"1"	122132874	122179909
"16499"	"ENSMUSG00002075532"	"Gm54894"	"16"	3745063	3745150
"16500"	"ENSMUSG00000081809"	"Gm15539"	"16"	3745470	3746035
"16501"	"ENSMUSG00000029440"	"Psmd9"	"5"	123307476	123388194
"16502"	"ENSMUSG00000089274"	"Gm24547"	"1"	122438278	122438426
"16503"	"ENSMUSG00000096988"	"A930029G22Rik"	"17"	69723655	69746299
"16504"	"ENSMUSG00000103263"	"Gm36982"	"1"	122449478	122450605
"16505"	"ENSMUSG00000108209"	"Gm32222"	"6"	12128625	12128922
"16506"	"ENSMUSG00000085048"	"Gm15537"	"16"	3745653	3747221
"16507"	"ENSMUSG00000089190"	"Gm25771"	"1"	122480902	122481045
"16508"	"ENSMUSG00000091636"	"Akain1"	"17"	69746321	69796228
"16509"	"ENSMUSG00000099451"	"Gm29192"	"1"	122738035	122738411
"16510"	"ENSMUSG00000104180"	"Gm37970"	"1"	122793771	122795502
"16511"	"ENSMUSG00000100762"	"Gm8403"	"1"	123075649	123076946
"16512"	"ENSMUSG00000049871"	"Nlrc3"	"16"	3762871	3794496
"16513"	"ENSMUSG00000068341"	"Reg3d"	"6"	78352857	78355848
"16514"	"ENSMUSG00000100405"	"Gm28911"	"1"	123132878	123132994
"16515"	"ENSMUSG00000103191"	"Gm37646"	"3"	51331034	51331144
"16516"	"ENSMUSG00000117053"	"A730049N16Rik"	"17"	69780600	69782870
"16517"	"ENSMUSG00000028100"	"Nudt17"	"3"	96613383	96615878
"16518"	"ENSMUSG00000100525"	"Gm20058"	"1"	123201868	123204500
"16519"	"ENSMUSG00000067199"	"Frat1"	"19"	41818409	41821022
"16520"	"ENSMUSG00000117122"	"Gm9319"	"17"	69861225	69861756
"16521"	"ENSMUSG00000101495"	"Gm28912"	"1"	123215303	123215536
"16522"	"ENSMUSG00000117071"	"Gm9598"	"17"	69877401	69878176
"16523"	"ENSMUSG00000047604"	"Frat2"	"19"	41834411	41836571
"16524"	"ENSMUSG00002076618"	"Gm55102"	"17"	69901534	69901772
"16525"	"ENSMUSG00000117124"	"Gm49895"	"17"	70073898	70083007
"16526"	"ENSMUSG00000036707"	"Cab39"	"1"	85721162	85779297
"16527"	"ENSMUSG00000035049"	"Rrp12"	"19"	41851290	41884612
"16528"	"ENSMUSG00000082456"	"Gm11598"	"11"	100134099	100134455
"16529"	"ENSMUSG00000117233"	"Gm36594"	"17"	70200755	70230990
"16530"	"ENSMUSG00000077639"	"Gm22772"	"11"	76943773	76943893
"16531"	"ENSMUSG00000065518"	"Mir423"	"11"	76968890	76968998
"16532"	"ENSMUSG00000117078"	"Gm4561"	"17"	70232322	70232826
"16533"	"ENSMUSG00000053797"	"Krt16"	"11"	100136917	100139728
"16534"	"ENSMUSG00000024169"	"Ift140"	"17"	25235059	25318469
"16535"	"ENSMUSG00000057215"	"Platr28"	"7"	106842229	106899603
"16536"	"ENSMUSG00000020303"	"Stc2"	"11"	31307307	31320074
"16537"	"ENSMUSG00000092185"	"Gm20416"	"9"	7965839	7977005
"16538"	"ENSMUSG00002075862"	"Gm55467"	"7"	106918861	106918970
"16539"	"ENSMUSG00000109078"	"Gm19033"	"7"	106965279	106966242
"16540"	"ENSMUSG00000097842"	"9330104G04Rik"	"7"	16605272	16608811
"16541"	"ENSMUSG00000110161"	"Gm45494"	"9"	8004831	8009270
"16542"	"ENSMUSG00000053070"	"Cfap300"	"9"	8021673	8042824
"16543"	"ENSMUSG00000078794"	"Dact3"	"7"	16609242	16621387
"16544"	"ENSMUSG00000097035"	"Gm26692"	"5"	107807327	107835876
"16545"	"ENSMUSG00000105421"	"5830411K02Rik"	"5"	107836037	107837033
"16546"	"ENSMUSG00000106333"	"4930428O21Rik"	"5"	107846078	107851346
"16547"	"ENSMUSG00000029636"	"Wasf3"	"5"	146321795	146410425
"16548"	"ENSMUSG00000058897"	"Col25a1"	"3"	129925150	130393526
"16549"	"ENSMUSG00000021076"	"Actr10"	"12"	70984631	71011492
"16550"	"ENSMUSG00000088944"	"Gm23258"	"X"	55795370	55795475
"16551"	"ENSMUSG00000108671"	"2700080J24Rik"	"7"	16623331	16624992
"16552"	"ENSMUSG00000067878"	"Map7d3"	"X"	55843218	55867686
"16553"	"ENSMUSG00000079516"	"Reg3a"	"6"	78357692	78360810
"16554"	"ENSMUSG00000044502"	"Bod1"	"11"	31615181	31621885
"16555"	"ENSMUSG00000005533"	"Igf1r"	"7"	67602575	67883416
"16556"	"ENSMUSG00000040729"	"Cep126"	"9"	8076462	8134295
"16557"	"ENSMUSG00000026223"	"Itm2c"	"1"	85822002	85836396
"16558"	"ENSMUSG00000035557"	"Krt17"	"11"	100147043	100151855
"16559"	"ENSMUSG00000023140"	"Reg2"	"6"	78372606	78385089
"16560"	"ENSMUSG00000096344"	"Gm6408"	"5"	146418775	146421514
"16561"	"ENSMUSG00000029275"	"Gfi1"	"5"	107864523	107873902
"16562"	"ENSMUSG00000117675"	"Gm46644"	"19"	41891328	41891640
"16563"	"ENSMUSG00000011752"	"Pgam1"	"19"	41900362	41907099
"16564"	"ENSMUSG00000026224"	"4933407L21Rik"	"1"	85856204	85868346
"16565"	"ENSMUSG00000099767"	"Gm28884"	"1"	85860968	85865053
"16566"	"ENSMUSG00000111353"	"Gm19324"	"9"	8142542	8185130
"16567"	"ENSMUSG00000049608"	"Gpr55"	"1"	85866039	85888729
"16568"	"ENSMUSG00000111845"	"Gm7495"	"9"	8153762	8154187
"16569"	"ENSMUSG00000031998"	"1700128F08Rik"	"9"	8221890	8241988
"16570"	"ENSMUSG00000034321"	"Exosc1"	"19"	41910731	41921862
"16571"	"ENSMUSG00000005893"	"Nr2c2"	"6"	92068371	92151275
"16572"	"ENSMUSG00000103635"	"Gm38061"	"11"	31648648	31649012
"16573"	"ENSMUSG00000086335"	"Gm12107"	"11"	31782660	31788214
"16574"	"ENSMUSG00000084747"	"Mir1899"	"9"	8246787	8246882
"16575"	"ENSMUSG00000097160"	"A630072L19Rik"	"12"	100908001	100916134
"16576"	"ENSMUSG00000110828"	"Gm47517"	"9"	8476274	8476488
"16577"	"ENSMUSG00000053654"	"Krt42"	"11"	100153708	100160697
"16578"	"ENSMUSG00000094254"	"Or8g54"	"9"	39702241	39707931
"16579"	"ENSMUSG00000036815"	"Dpp10"	"1"	123249200	124773776
"16580"	"ENSMUSG00000109744"	"Gm45461"	"8"	63432255	63436789
