x	y
RPL35A	3.73664689387712	0.00286944045911047
ZNF595	0.0150147672660343	0.991391678622669
ZNF721	0.0925880729458726	0.948350071736011
PIGG	0.0491487972000019	0.971305595408895
ATP5I	0.398105245392594	0.779053084648494
PCGF3	0.0187515859325728	0.988522238163558
GAK	0.0621755348206203	0.962697274031564
TMEM175	0.0318767674834217	0.981348637015782
DGKQ	0.00580807752483478	0.997130559540889
CTBP1	0.0700026209061791	0.959827833572453
MAEA	0.103794223983998	0.945480631276901
CRIPAK	0.0115511431788706	0.992826398852224
SLBP	0.16326213030657	0.90674318507891
TMEM129	0.0685276964097135	0.959827833572453
LETM1	0.011310552251811	0.992826398852224
WHSC1	0.0137325623649775	0.992826398852224
NELFA	0.0546167428919659	0.96700143472023
HAUS3	0.0544787491174258	0.965566714490674
MXD4	0.0327773712032149	0.979913916786227
RNF4	0.0880213736307558	0.952654232424677
FAM193A	0.0250294113295893	0.985652797704448
TNIP2	0.103458906181853	0.941176470588235
ADD1	0.111541512732552	0.93974175035868
NOP14	0.0224470103193906	0.985652797704448
HTT	0.033133794230503	0.979913916786227
RGS12	0.010814321651988	0.994261119081779
LRPAP1	0.204277055435552	0.886657101865136
TMEM128	0.0975279845558041	0.944045911047346
ZBTB49	0.0118398737616526	0.992826398852224
STX18	0.0427978157685816	0.974175035868006
MAN2B2	0.0209676020111544	0.987087517934003
MRFAP1	0.405012223244566	0.777618364418938
MRFAP1L1	0.149010464642864	0.915351506456241
BLOC1S4	0.302840292512586	0.830703012912482
KIAA0232	0.0147827521192854	0.991391678622669
TBC1D14	0.0526087921275179	0.96987087517934
TADA2B	0.00446152451929196	0.997130559540889
GRPEL1	0.161052422958285	0.905308464849354
ACOX3	0.00948254722885084	0.994261119081779
TRMT44	0.0025394712389805	0.998565279770445
WDR1	0.352514959707438	0.803443328550933
RAB28	0.0446200997818922	0.974175035868006
FBXL5	0.131053321047101	0.923959827833572
TAPT1	0.0067231318935742	0.995695839311334
LAP3	0.138138892333056	0.921090387374462
MED28	0.253550295388332	0.859397417503587
LCORL	0.00341386581273822	0.998565279770445
DHX15	0.0646393993417817	0.962697274031564
SEPSECS	0.0146790400313487	0.991391678622669
ZCCHC4	0.013705532446913	0.991391678622669
ANAPC4	0.0389140797321795	0.975609756097561
STIM2	0.0565566862208512	0.96700143472023
TBC1D1	0.103040739855309	0.942611190817791
KLF3	0.16909681883652	0.902439024390244
KLHL5	0.0212422065313742	0.987087517934003
WDR19	0.00204471849008158	0.998565279770445
RFC1	0.103792490157239	0.93974175035868
LIAS	0.0953587709269167	0.945480631276901
UBE2K	0.134721133399221	0.929698708751793
PDS5A	0.0817036333020744	0.952654232424677
N4BP2	0.0278492683854972	0.984218077474892
TMEM33	0.0405940746922514	0.977044476327116
SLC30A9	0.0241138922586406	0.985652797704448
GUF1	0.0194989428013996	0.988522238163558
ATP10D	0.00408508789713355	0.997130559540889
SLAIN2	0.045718954281785	0.972740315638451
FRYL	0.0555407265220138	0.971305595408895
OCIAD1	0.345820303711067	0.803443328550933
DCUN1D4	0.016435947084653	0.989956958393113
SCFD2	0.010840927024045	0.994261119081779
FIP1L1	0.147055698584944	0.916786226685796
SRD5A3	0.0435525559870013	0.974175035868006
TMEM165	0.22529898532496	0.870875179340029
CLOCK	0.00734932997533035	0.995695839311334
EXOC1	0.0331533021773059	0.981348637015782
AASDH	0.0413311611917346	0.977044476327116
PPAT	0.0144147201680318	0.991391678622669
PAICS	0.0687769047145557	0.959827833572453
SRP72	0.274896508869277	0.845050215208034
REST	0.110353495487471	0.93687230989957
NOA1	0.065843715386341	0.961262553802009
POLR2B	0.0702012329472062	0.961262553802009
UBA6	0.0668589295774273	0.961262553802009
YTHDC1	0.101637874128934	0.941176470588235
UTP3	0.0624973542551763	0.964131994261119
RUFY3	0.0110224283194573	0.994261119081779
GRSF1	0.170815906168607	0.898134863701578
COX18	0.0249325821099033	0.985652797704448
ANKRD17	0.050491504998292	0.971305595408895
MTHFD2L	0.0291025102459918	0.982783357245337
RCHY1	0.053705717795094	0.971305595408895
THAP6	0.0213369840082845	0.987087517934003
G3BP2	0.299291082061067	0.829268292682927
USO1	0.0526989586357932	0.96987087517934
SDAD1	0.0786241553521034	0.955523672883788
NUP54	0.0787866574197055	0.954088952654232
SCARB2	0.0213539879395075	0.987087517934003
MRPL1	0.111262869780629	0.935437589670014
BMP2K	0.00899712943660518	0.994261119081779
HNRNPD	0.146285015628696	0.912482065997131
ENOPH1	0.144592617978205	0.915351506456241
SEC31A	0.0981020383963613	0.945480631276901
THAP9	0.0059334170206357	0.995695839311334
LIN54	0.00877525062797263	0.994261119081779
COPS4	0.138828665495816	0.921090387374462
COQ2	0.012795041875741	0.992826398852224
HELQ	0.0314930078548006	0.981348637015782
MRPS18C	0.159017902715915	0.912482065997131
WDFY3	0.00201594028688771	0.998565279770445
AFF1	0.0437281371435028	0.974175035868006
KLHL8	0.0266509705721783	0.984218077474892
NUDT9	0.031085956839501	0.981348637015782
PYURF	0.479502944100289	0.731707317073171
HERC3	0.054220434152204	0.968436154949785
FAM13A	0.00811914599610592	0.995695839311334
SMARCAD1	0.0213121553451328	0.987087517934003
PDLIM5	0.0564962992672341	0.96700143472023
RAP1GDS1	0.0507751275575525	0.971305595408895
EIF4E	0.122417309563258	0.929698708751793
METAP1	0.0766503764131688	0.955523672883788
ADH5	0.242093461852229	0.862266857962697
TRMT10A	0.00681547064237101	0.995695839311334
LAMTOR3	0.0527893172006189	0.968436154949785
DNAJB14	0.08470330512998	0.951219512195122
H2AFZ	0.665912620951517	0.654232424677188
NFKB1	0.0772448579678295	0.955523672883788
UBE2D3	1.09492462603437	0.461979913916786
CISD2	0.0980623664905764	0.942611190817791
SLC9B1	0.0147642143426624	0.991391678622669
BDH2	0.0567098708127874	0.96700143472023
PPA2	0.15179937732484	0.915351506456241
INTS12	0.0474267135268992	0.975609756097561
TBCK	0.0406160520296093	0.979913916786227
AIMP1	0.251628162934493	0.859397417503587
CYP2U1	0.0124578643985051	0.992826398852224
HADH	0.0500467696945459	0.968436154949785
RPL34	3.35018451557421	0.0731707317073171
SEC24B	0.060687643657304	0.965566714490674
CASP6	0.0748426617575818	0.955523672883788
PLA2G12A	0.0747595402148189	0.956958393113343
GAR1	0.0869430780594588	0.948350071736011
AP1AR	0.0228195812293747	0.987087517934003
ALPK1	0.00542944988939486	0.997130559540889
LARP7	0.149047980149725	0.913916786226686
CAMK2D	0.0423124940397841	0.975609756097561
METTL14	0.0330374593710234	0.981348637015782
SEC24D	0.00559448962952908	0.997130559540889
C4orf3	0.67725282834036	0.625538020086083
KIAA1109	0.025137714278984	0.985652797704448
ANKRD50	0.00258633528191086	0.998565279770445
MFSD8	0.0323562421659336	0.979913916786227
C4orf29	0.0268601496973069	0.984218077474892
LARP1B	0.0277397163949331	0.982783357245337
PGRMC2	0.0655594007481496	0.961262553802009
C4orf33	0.0143110498721188	0.991391678622669
ELF2	0.118070881302386	0.932568149210904
NDUFC1	0.226685849842619	0.869440459110473
NAA15	0.114673270044777	0.932568149210904
RAB33B	0.0291659041185452	0.982783357245337
SETD7	0.00755689897213583	0.995695839311334
MAML3	0.0284234910561767	0.984218077474892
SCOC	0.158836254398067	0.908177905308465
TBC1D9	0.00214943338060329	0.998565279770445
ZNF330	0.0871644279590696	0.946915351506456
USP38	0.0320586006888118	0.984218077474892
SMARCA5	0.113680155933487	0.934002869440459
ANAPC10	0.0665214730808562	0.961262553802009
ABCE1	0.0795284386166616	0.952654232424677
OTUD4	0.0299060735152209	0.981348637015782
SMAD1	0.00210451951189634	0.998565279770445
MMAA	0.01423708128865	0.991391678622669
LSM6	0.235235374734641	0.863701578192252
SLC10A7	0.0146835309107285	0.991391678622669
TMEM184C	0.0116620709623522	0.992826398852224
PRMT10	0.221003924641899	0.875179340028694
NR3C2	0.0112387848393765	0.992826398852224
LRBA	0.125302747866003	0.925394548063128
PET112	0.0231714406591605	0.987087517934003
FBXW7	0.0192103747356698	0.988522238163558
ARFIP1	0.0383254437403645	0.978479196556671
PLRG1	0.106791327226396	0.941176470588235
CTSO	0.0465002104408192	0.972740315638451
PDGFC	0.00249467156889919	0.998565279770445
PPID	0.135141645975203	0.929698708751793
FNIP2	0.0215875697930298	0.987087517934003
RAPGEF2	0.00220486187911627	0.998565279770445
TMA16	0.0886316168557346	0.946915351506456
TMEM192	0.0618953958175801	0.964131994261119
CBR4	0.0383740666088795	0.979913916786227
SH3RF1	0.00261651516360783	0.998565279770445
NEK1	0.0125327757801744	0.992826398852224
CLCN3	0.0414681383111442	0.977044476327116
C4orf27	0.0853319815083177	0.952654232424677
SAP30	0.00613950871164207	0.997130559540889
FBXO8	0.0360524145774794	0.978479196556671
CEP44	0.0203858403690344	0.988522238163558
SPCS3	0.130609789144144	0.925394548063128
AGA	0.0673110449452704	0.962697274031564
DCTD	0.104174949154603	0.93974175035868
CDKN2AIP	0.101164306139166	0.942611190817791
ING2	0.0683080028319046	0.961262553802009
RWDD4	0.0854281160196764	0.951219512195122
TRAPPC11	0.011892734719013	0.992826398852224
IRF2	0.164742144276707	0.905308464849354
CASP3	0.0260413167569106	0.984218077474892
KIAA1430	0.0939898666003574	0.948350071736011
SNX25	0.0122896387956547	0.992826398852224
UFSP2	0.0880813396314453	0.948350071736011
CYP4V2	0.0555629299868424	0.96700143472023
FRG1	0.195013049975964	0.890961262553802
CCDC127	0.0358952133918333	0.978479196556671
SDHA	0.219474448983014	0.880918220946915
PDCD6	0.390356450757504	0.784791965566714
EXOC3	0.04582513133944	0.974175035868006
BRD9	0.102640182155507	0.945480631276901
SLC12A7	0.046053645791112	0.974175035868006
CLPTM1L	0.0319742863964881	0.981348637015782
MRPL36	0.0980838599095289	0.944045911047346
NDUFS6	0.256333960109981	0.857962697274032
KIAA0947	0.0312702329051414	0.981348637015782
MED10	0.424528545887483	0.763271162123386
NSUN2	0.0482041773154888	0.971305595408895
PAPD7	0.00505711165134497	0.997130559540889
MTRR	0.0736493820430991	0.958393113342898
FASTKD3	0.0193941715321916	0.988522238163558
FAM173B	0.00995642149675825	0.994261119081779
CCT5	0.240927760139679	0.862266857962697
MARCH6	0.0913224730023599	0.949784791965567
TRIO	0.00665334866830134	0.995695839311334
FAM105B	0.0408431527747004	0.975609756097561
ANKH	0.11985103572976	0.931133428981349
ZNF622	0.147300953601714	0.912482065997131
DROSHA	0.0136917228339331	0.991391678622669
C5orf22	0.0247309595663073	0.985652797704448
GOLPH3	0.0640859576424862	0.961262553802009
MTMR12	0.0107584723039593	0.994261119081779
ZFR	0.0624992817008182	0.962697274031564
SUB1	0.464546714230307	0.746054519368723
TARS	0.0426817268890839	0.974175035868006
RAD1	0.0724244975595612	0.959827833572453
BRIX1	0.153161876469815	0.912482065997131
DNAJC21	0.0532712533350568	0.96987087517934
LMBRD2	0.0102898632328638	0.994261119081779
NIPBL	0.107525885609029	0.93974175035868
WDR70	0.0507268611251204	0.968436154949785
RICTOR	0.149022733313329	0.915351506456241
TTC33	0.0205304629471344	0.987087517934003
PRKAA1	0.0824077243949681	0.952654232424677
C5orf51	0.0140165309097529	0.991391678622669
CCDC152	0.0398777132166429	0.977044476327116
ZNF131	0.135543825466535	0.919655667144907
C5orf28	0.0198304046218057	0.988522238163558
PAIP1	0.0879749404289615	0.949784791965567
MRPS30	0.159269895493314	0.908177905308465
PELO	0.0481584657824264	0.971305595408895
MOCS2	0.0838701980048065	0.954088952654232
NDUFS4	0.202840237487068	0.885222381635581
SNX18	0.0247599393968924	0.985652797704448
DHX29	0.10268813820512	0.93974175035868
SKIV2L2	0.0444157750006446	0.972740315638451
IL6ST	0.102829973317482	0.941176470588235
MIER3	0.00246408031070836	0.998565279770445
GPBP1	0.254309627021195	0.857962697274032
ERCC8	0.0131214183751579	0.992826398852224
NDUFAF2	0.0852466625479707	0.955523672883788
ZSWIM6	0.00976730423097285	0.995695839311334
DIMT1	0.136461856796835	0.921090387374462
IPO11	0.0044325549486037	0.997130559540889
SREK1IP1	0.158089964443674	0.912482065997131
CWC27	0.100151851144326	0.942611190817791
PPWD1	0.0914818824830849	0.948350071736011
TRIM23	0.0197930812639859	0.989956958393113
TRAPPC13	0.0363963094744609	0.978479196556671
ERBB2IP	0.09148546729638	0.948350071736011
SREK1	0.102335448110598	0.941176470588235
PIK3R1	0.132255554415151	0.926829268292683
SLC30A5	0.0467401204008269	0.971305595408895
MRPS36	0.100742582926694	0.944045911047346
CDK7	0.0330250415458347	0.979913916786227
TAF9	0.267374750626772	0.845050215208034
RAD17	0.0255738533569028	0.985652797704448
BDP1	0.0877091438294713	0.949784791965567
MCCC2	0.0414508926867671	0.975609756097561
MRPS27	0.065617762475433	0.962697274031564
PTCD2	0.0200654838953897	0.988522238163558
TNPO1	0.0489644519030036	0.972740315638451
FCHO2	0.00498724470458507	0.997130559540889
BTF3	2.38364821663364	0.0961262553802009
ANKRA2	0.0547661878086753	0.96700143472023
UTP15	0.0358147854358778	0.978479196556671
HEXB	0.144653389901219	0.916786226685796
GFM2	0.0190007303349152	0.988522238163558
NSA2	0.436374034871042	0.754662840746054
COL4A3BP	0.0351822472151166	0.979913916786227
POLK	0.060451420033375	0.964131994261119
AGGF1	0.0818727138111241	0.952654232424677
WDR41	0.0278249912704238	0.984218077474892
TBCA	0.498866683982912	0.72883787661406
AP3B1	0.0504572755486329	0.971305595408895
PAPD4	0.0918570296871557	0.946915351506456
ZFYVE16	0.0268872274051018	0.984218077474892
MSH3	0.0362366218843479	0.978479196556671
ZCCHC9	0.125490249929013	0.928263988522238
ATG10	0.0529490718667129	0.968436154949785
RPS23	3.87598786897878	0.00286944045911047
TMEM167A	0.111658808730711	0.934002869440459
XRCC4	0.0044272976668843	0.997130559540889
COX7C	1.67001039015876	0.253945480631277
RASA1	0.0241680003107047	0.987087517934003
CCNH	0.217098654676817	0.87661406025825
TMEM161B	0.018357459742605	0.988522238163558
LYSMD3	0.0311087753000734	0.981348637015782
TTC37	0.0525133828631316	0.96987087517934
ARSK	0.0275334543449428	0.982783357245337
CAST	0.135048865851901	0.921090387374462
ERAP1	0.045915771968146	0.972740315638451
RIOK2	0.103447367358019	0.93974175035868
RGMB	0.0313489597939853	0.982783357245337
CHD1	0.0825757562863386	0.951219512195122
FAM174A	0.0299702940624619	0.981348637015782
GIN1	0.0115211880160059	0.992826398852224
PPIP5K2	0.0551130942761833	0.968436154949785
FBXL17	0.0224288611630461	0.987087517934003
PJA2	0.135107583539167	0.921090387374462
MAN2A1	0.0264223663032489	0.985652797704448
SLC25A46	0.0587475202790007	0.96700143472023
WDR36	0.0261003977299232	0.984218077474892
SRP19	0.241194107150544	0.857962697274032
REEP5	0.209860472408178	0.87948350071736
YTHDC2	0.0662925092311618	0.962697274031564
PGGT1B	0.0287047115267569	0.984218077474892
FEM1C	0.0186776473232467	0.988522238163558
TMED7	0.0684110644023098	0.959827833572453
ATG12	0.244309934435063	0.865136298421808
AP3S1	0.189480566138721	0.893830703012912
COMMD10	0.0645651649422813	0.962697274031564
DMXL1	0.0599120006716106	0.965566714490674
HSD17B4	0.0513576504934555	0.968436154949785
SRFBP1	0.0352803018170059	0.981348637015782
SNX2	0.193151309516486	0.890961262553802
SNX24	0.00215137013769525	0.998565279770445
CEP120	0.0386949891688698	0.979913916786227
CSNK1G3	0.0170666479406597	0.989956958393113
PHAX	0.13988914419656	0.921090387374462
PRRC1	0.0311816094344545	0.981348637015782
ISOC1	0.0599947614811845	0.96700143472023
HINT1	1.62830376582912	0.272596843615495
LYRM7	0.0848174488604765	0.951219512195122
FNIP1	0.0171495909150582	0.989956958393113
RAD50	0.0800561737842852	0.952654232424677
UQCRQ	0.472177716902075	0.744619799139168
AFF4	0.112788752974476	0.935437589670014
ZCCHC10	0.0815249385810346	0.951219512195122
HSPA4	0.070368189306688	0.959827833572453
C5orf15	0.0776309848615815	0.955523672883788
VDAC1	0.25002527089962	0.856527977044476
SKP1	0.897542170869515	0.533715925394548
PPP2CA	0.199296831077052	0.886657101865136
UBE2B	0.265059504834049	0.852223816355811
CDKN2AIPNL	0.114572825487307	0.935437589670014
SAR1B	0.056211177400376	0.968436154949785
SEC24A	0.0103561291641811	0.994261119081779
DDX46	0.308234838834872	0.832137733142037
C5orf24	0.0547449849008134	0.972740315638451
TXNDC15	0.0938513968812237	0.946915351506456
PCBD2	0.0321284171553587	0.982783357245337
H2AFY	0.305485308787332	0.827833572453372
SMAD5	0.00920263191849968	0.994261119081779
HNRNPA0	0.902828190150586	0.536585365853659
BRD8	0.0363321161559362	0.978479196556671
CDC23	0.0271902430087341	0.985652797704448
FAM53C	0.0479201570400469	0.972740315638451
KDM3B	0.0352540817990635	0.979913916786227
ETF1	0.0616909947233013	0.964131994261119
HSPA9	0.209550158248636	0.878048780487805
CTNNA1	0.0122576210625601	0.992826398852224
SIL1	0.044239954233024	0.974175035868006
MATR3	0.336022488917265	0.809182209469154
PAIP2	0.547825286340114	0.6987087517934
UBE2D2	0.838047847145012	0.569583931133429
CXXC5	0.0276608337098235	0.984218077474892
PURA	0.0330450105812903	0.982783357245337
PFDN1	0.17846065824035	0.898134863701578
ANKHD1	0.0256931846153079	0.984218077474892
SRA1	0.0830669952884062	0.952654232424677
SLC35A4	0.0752953385497766	0.955523672883788
NDUFA2	0.340170721516837	0.810616929698709
TMCO6	0.0558427713079602	0.968436154949785
IK	0.422713277324509	0.764705882352941
WDR55	0.0612519665081305	0.96700143472023
HARS	0.155072610506902	0.912482065997131
HARS2	0.0161311946060976	0.991391678622669
ZMAT2	0.22181927306317	0.87661406025825
HDAC3	0.121061879636975	0.929698708751793
KIAA0141	0.0334489344721783	0.979913916786227
RNF14	0.0583383819678194	0.96700143472023
GNPDA1	0.0548282863020712	0.968436154949785
NDFIP1	0.837961680565177	0.562410329985653
NR3C1	0.197787331621398	0.890961262553802
YIPF5	0.113789413376293	0.935437589670014
LARS	0.104499486475095	0.941176470588235
RBM27	0.0572847462034179	0.968436154949785
TCERG1	0.046033526849723	0.972740315638451
FBXO38	0.0259201489928018	0.984218077474892
GRPEL2	0.0249095011170602	0.985652797704448
CSNK1A1	0.26843253064479	0.845050215208034
PPARGC1B	0.00548645594383628	0.997130559540889
TIGD6	0.0119910809008731	0.992826398852224
HMGXB3	0.00505756829048732	0.997130559540889
TCOF1	0.0514370727505311	0.971305595408895
NDST1	0.00240659608049457	0.998565279770445
RBM22	0.10796157952063	0.938307030129125
DCTN4	0.032028972296834	0.981348637015782
TNIP1	0.163793429406441	0.90674318507891
ANXA6	0.443671762434344	0.75896700143472
GM2A	0.00889289747822134	0.994261119081779
SLC36A1	0.00459782571742448	0.997130559540889
ATOX1	0.0811533255352861	0.954088952654232
G3BP1	0.206760279159504	0.880918220946915
FAM114A2	0.0394208334193306	0.977044476327116
MFAP3	0.0222441556761323	0.987087517934003
SAP30L	0.00241015621773527	0.998565279770445
LARP1	0.0879138881877545	0.946915351506456
CNOT8	0.0971727317958028	0.946915351506456
GEMIN5	0.0129639883284287	0.992826398852224
MRPL22	0.180998332761875	0.895265423242468
MED7	0.0430575492840424	0.975609756097561
THG1L	0.0424131119484395	0.974175035868006
CLINT1	0.0767710330421799	0.955523672883788
RNF145	0.153908222320029	0.913916786226686
UBLCP1	0.0578555647396118	0.964131994261119
TTC1	0.17798576707545	0.903873744619799
PWWP2A	0.0420878662630853	0.974175035868006
SLU7	0.192431260585174	0.889526542324247
CCNG1	0.338823617556177	0.809182209469154
NUDCD2	0.183717259180249	0.892395982783357
MAT2B	0.29064307167669	0.830703012912482
RARS	0.055593058938743	0.96987087517934
PANK3	0.0164649237222287	0.989956958393113
NPM1	2.52243101336786	0.0903873744619799
FBXW11	0.0317417568178424	0.982783357245337
ERGIC1	0.0642490711284679	0.962697274031564
RPL26L1	0.0926983117479953	0.946915351506456
ATP6V0E1	0.881802101583352	0.549497847919656
BNIP1	0.0415563657391908	0.977044476327116
BOD1	0.102394195219698	0.938307030129125
SFXN1	0.119496161166198	0.932568149210904
KIAA1191	0.0509124306403249	0.96987087517934
NOP16	0.0592994532018361	0.965566714490674
HIGD2A	0.794279968190204	0.589670014347202
CLTB	0.176448269912091	0.898134863701578
FAF2	0.0165065948731058	0.989956958393113
TSPAN17	0.0353152409704577	0.979913916786227
UIMC1	0.0544315003156491	0.968436154949785
ZNF346	0.0125957622025081	0.992826398852224
NSD1	0.136236392825629	0.922525107604017
RAB24	0.0554186246649765	0.96700143472023
PRELID1	0.472495616305202	0.737446197991392
DDX41	0.0637791748539495	0.962697274031564
FAM193B	0.0133048956699804	0.992826398852224
TMED9	0.360445364131093	0.800573888091822
B4GALT7	0.0420547284219887	0.975609756097561
RMND5B	0.0601769041216099	0.965566714490674
NHP2	0.443322443970876	0.757532281205165
HNRNPAB	0.0857148152919499	0.948350071736011
CLK4	0.0821230984521268	0.954088952654232
ZNF354A	0.0569192205242934	0.96700143472023
ZNF354B	0.0116690180380019	0.992826398852224
RUFY1	0.0959901954186923	0.945480631276901
HNRNPH1	0.210425217034544	0.880918220946915
CANX	0.178596100974071	0.903873744619799
MAML1	0.0534069908946153	0.968436154949785
MGAT4B	0.0158734090783946	0.991391678622669
SQSTM1	0.303609275693175	0.837876614060258
C5orf45	0.0989178997647745	0.944045911047346
TBC1D9B	0.0367276755908796	0.979913916786227
RNF130	0.0730955583813503	0.955523672883788
MAPK9	0.0115986568459924	0.992826398852224
CNOT6	0.0303563702176775	0.981348637015782
TRIM41	0.0251620207677367	0.985652797704448
DUSP22	0.0872901712799815	0.952654232424677
EXOC2	0.0684190970259019	0.961262553802009
GMDS	0.046758737132216	0.974175035868006
WRNIP1	0.0171232568837165	0.989956958393113
SERPINB6	0.20823449753123	0.878048780487805
NQO2	0.0929979577361372	0.946915351506456
RIPK1	0.0440953583725033	0.974175035868006
BPHL	0.00907565780294428	0.995695839311334
PSMG4	0.114564507716473	0.934002869440459
FAM50B	0.0137451222516591	0.992826398852224
PRPF4B	0.0686825615457985	0.959827833572453
ECI2	0.106685117369659	0.93687230989957
CDYL	0.018774119734526	0.988522238163558
RPP40	0.0220868358418073	0.987087517934003
LYRM4	0.292626257786767	0.843615494978479
FARS2	0.0907191564070319	0.946915351506456
RREB1	0.0404471595455341	0.977044476327116
SSR1	0.19457522363737	0.885222381635581
RIOK1	0.0614395274290405	0.964131994261119
SNRNP48	0.084936832754555	0.949784791965567
BLOC1S5	0.0463238840897514	0.972740315638451
EEF1E1	0.165436413469956	0.903873744619799
SLC35B3	0.0241998270092059	0.984218077474892
PAK1IP1	0.0489653584788195	0.971305595408895
TMEM14C	0.212692072399363	0.87661406025825
TMEM14B	0.436952646843252	0.760401721664275
SMIM13	0.0324387819719473	0.981348637015782
HIVEP1	0.0268724193054281	0.984218077474892
TBC1D7	0.0310973282725089	0.982783357245337
SIRT5	0.0472244262329317	0.972740315638451
NOL7	0.383409111095474	0.783357245337159
RANBP9	0.0439329638659578	0.975609756097561
ATXN1	0.0485930306756922	0.974175035868006
FAM8A1	0.0316968731452843	0.982783357245337
NUP153	0.0385739636091619	0.977044476327116
DEK	0.32993786119583	0.817790530846485
CDKAL1	0.0316875134784681	0.981348637015782
MRS2	0.0596726514225186	0.962697274031564
TDP2	0.118723488503124	0.929698708751793
ACOT13	0.051988719831519	0.972740315638451
C6orf62	0.0951014584723425	0.946915351506456
HIST1H2BC	0.0410066819935035	0.978479196556671
ABT1	0.174999179663116	0.898134863701578
ZNF322	0.0135066969482398	0.991391678622669
ZKSCAN8	0.00727382931729724	0.995695839311334
ZSCAN9	0.00653830228904086	0.995695839311334
ZKSCAN3	0.0183745992831527	0.989956958393113
ZSCAN12	0.00958167663255903	0.994261119081779
TRIM27	0.0594115096747324	0.96700143472023
ZNRD1	0.174582782754173	0.896700143472023
PPP1R11	0.263503744986857	0.852223816355811
TRIM26	0.0430438076955292	0.975609756097561
TRIM39	0.123682195370561	0.929698708751793
RPP21	0.0973396204305271	0.942611190817791
ABCF1	0.118963207595432	0.932568149210904
PPP1R10	0.0987839002048352	0.942611190817791
MRPS18B	0.3237534670219	0.81635581061693
C6orf136	0.0491054010140629	0.971305595408895
DHX16	0.0155685052370943	0.991391678622669
MDC1	0.0160960754257956	0.989956958393113
TUBB	0.533132885384056	0.710186513629842
FLOT1	0.167315698069561	0.908177905308465
GTF2H4	0.00229541817240825	0.998565279770445
VARS2	0.0226109446479722	0.987087517934003
DDX39B	0.10158817626454	0.93974175035868
NFKBIL1	0.0413657983237457	0.975609756097561
PRRC2A	0.0544773287093957	0.96700143472023
BAG6	0.112046307017681	0.935437589670014
C6orf47	0.0575050095119936	0.965566714490674
GPANK1	0.06337480354806	0.962697274031564
CSNK2B	0.469355932812486	0.738880918220947
ABHD16A	0.0268659839518805	0.984218077474892
VARS	0.0367429411088019	0.978479196556671
LSM2	0.262854906250293	0.8493543758967
NEU1	0.0517508998754528	0.96987087517934
EHMT2	0.0664339414817997	0.962697274031564
NELFE	0.202211028098237	0.885222381635581
SKIV2L	0.0192435589192781	0.988522238163558
ATF6B	0.213749108472297	0.880918220946915
FKBPL	0.00763340854120785	0.995695839311334
PPT2	0.00617297731740953	0.995695839311334
AGPAT1	0.0582741064068322	0.96987087517934
RNF5	0.197243462499333	0.886657101865136
PBX2	0.0286164202349621	0.984218077474892
BRD2	0.198493997509974	0.889526542324247
RXRB	0.0659097967294679	0.961262553802009
SLC39A7	0.0434055889635658	0.974175035868006
HSD17B8	0.107576185987603	0.935437589670014
RING1	0.099549742895418	0.941176470588235
VPS52	0.0383289225426315	0.978479196556671
WDR46	0.115072497621126	0.932568149210904
PFDN6	0.118411277635455	0.931133428981349
RGL2	0.0419965887164852	0.977044476327116
TAPBP	0.373418161749316	0.797704447632712
DAXX	0.107381401331686	0.93687230989957
PHF1	0.223713568200965	0.868005738880918
CUTA	0.939666434536689	0.519368723098996
BAK1	0.048327714242724	0.972740315638451
LEMD2	0.0852754921774664	0.951219512195122
C6orf1	0.0764482469135647	0.955523672883788
NUDT3	0.0788295884700195	0.952654232424677
C6orf106	0.0235751936370197	0.985652797704448
SNRPC	0.311441313162401	0.823529411764706
TAF11	0.10436757309859	0.942611190817791
ZNF76	0.0284577606321966	0.981348637015782
PPARD	0.0285776382537067	0.984218077474892
RPL10A	3.83962166829596	0.00860832137733142
SRPK1	0.0548256456445127	0.96700143472023
MAPK14	0.0870016284812119	0.948350071736011
BRPF3	0.00712466363639345	0.995695839311334
KCTD20	0.0503119387942154	0.96987087517934
SRSF3	0.808307691357345	0.585365853658537
PPIL1	0.0780423842381184	0.954088952654232
C6orf89	0.0704567064997429	0.959827833572453
MTCH1	0.202796625278796	0.885222381635581
PIM1	0.397322388918301	0.78622668579627
TBC1D22B	0.0246726758519564	0.985652797704448
RNF8	0.0446077614396299	0.974175035868006
ZFAND3	0.0751434623868731	0.955523672883788
GLO1	0.192921585497902	0.889526542324247
OARD1	0.155813097288935	0.913916786226686
NFYA	0.02252342465916	0.987087517934003
FOXP4	0.00710343993698158	0.995695839311334
MED20	0.008902930846768	0.995695839311334
BYSL	0.00650798112721284	0.995695839311334
TAF8	0.053778715801211	0.96700143472023
MRPS10	0.0893542891290388	0.949784791965567
UBR2	0.0542793327238411	0.96987087517934
TBCC	0.339913101811909	0.814921090387374
GLTSCR1L	0.0327167632492876	0.982783357245337
RPL7L1	0.20089611092509	0.886657101865136
C6orf226	0.113630226224609	0.934002869440459
PEX6	0.0318060079075398	0.981348637015782
PPP2R5D	0.033701829248979	0.979913916786227
KLHDC3	0.116614474525069	0.932568149210904
RRP36	0.0277603896106423	0.984218077474892
CUL7	0.00241782872380689	0.998565279770445
KLC4	0.0151588688925103	0.989956958393113
MRPL2	0.106316940010425	0.938307030129125
CUL9	0.0179832744532041	0.988522238163558
